name,ja,en
parallelSceneLayoutPop.text,画面レイアウトを選択してください,Select a Screen Layout
parallelSceneLayoutPop.notice,サブ画面はアルバムのみ開くことができます,The Album can only be read on the Sub Screen.
parallelSceneLayoutPop.descriptions.left,左:サブ画面 右:メイン画面,L: Sub R: Main
parallelSceneLayoutPop.descriptions.top,上:サブ画面 下:メイン画面,U: Sub D: Main
parallelSceneLayoutPop.descriptions.right,左:メイン画面 右:サブ画面,L: Main R: Sub
parallelSceneLayoutPop.descriptions.bottom,上:メイン画面 下:サブ画面,U: Main D: Sub
parallelSceneNoticePop.title,コミュ並列閲覧,Commu Parallel Browsing
parallelSceneNoticePop.comment1,画面の分割を開始します,画面の分割を開始します
parallelSceneNoticePop.comment2,ブラウザを閉じるとサブ画面も閉じられます,ブラウザを閉じるとサブ画面も閉じられます
parallelSceneNoticePop.comment3,メイン画面とサブ画面の音量は別で設定できます,メイン画面とサブ画面の音量は別で設定できます
daifugo.communicationPointLimitText,上限は毎週月曜%{resetTime}にリセット,上限は毎週月曜%{resetTime}にリセット
daifugo.courseDetailPopupTitle,ルール詳細,Rule Details
daifugo.gameRecordPopupTitle,プレイ記録,Play Record
daifugo.idolSelectPop.title,アイドル選択,Select Idol
daifugo.idolSelectPop.txtLineNotice,残り2名のアイドルはランダムで選ばれます,The remaining two Idols will be randomly selected.
daifugo.idolSelectPop.confirmationComment,一緒に遊ぶアイドル1名を選んでください,Please select an Idol to play with.
daifugo.menuPopupTitle,メニュー,Menu
daifugo.resultScore,%{score}pt,%{score}pt
daifugo.resultCardBonus,%{total}pt(%{cardNum}x%{perValue}),%{total}pt(%{cardNum}x%{perValue})
daifugo.resultBonusRate,x%{rate}倍(%{numberOfConsecutiveWins}勝),x%{rate}倍(%{numberOfConsecutiveWins}勝)
daifugo.resumeConfirmPopup.title,再開確認,Confirm Resume
daifugo.resumeConfirmPopup.message,保存中のゲームがあります\n再開しますか？,There is a saved game.\nWould you like to resume it?
daifugo.retireConfirmPopup.title,破棄確認,Confirm Retire
daifugo.retireConfirmPopup.message,ゲームを破棄しますか？,Would you like to retire?
daifugo.cardEffect.straight,階段,Straight
daifugo.cardEffect.revolution,革命,Revolution
daifugo.cardEffect.same_suit,マークしばり,マークしばり
daifugo.cardEffect.eight_flow,8切り,8切り
daifugo.cardEffect.eleven_back,11バック,11バック
daifugo.cardEffect.spade_three_return,スペ3返し,スペ3返し
daifugo.cardEffect.forbidden_finish,禁止あがり,禁止あがり
daifugo.exchangeCards.choiceMessage,%{role}に渡すカードを%{num}枚選択してください,%{role}に渡すカードを%{num}枚選択してください
daifugo.exchangeCards.receiveMessage,%{role}からカードを%{num}枚受け取りました,%{role}からカードを%{num}枚受け取りました
daifugo.role.great_rich_man,大富豪,大富豪
daifugo.role.rich_man,富豪,富豪
daifugo.role.poor_man,貧民,貧民
daifugo.role.great_poor_man,大貧民,大貧民
characterProfile.unlockText,コミュニケーションレベル%{level}で解放,コミュニケーションレベル%{level}で解放
miniGame.tutorial.comment1,アイドルのみなさんの情報には目を通しておいてくださいね\nまずはプロフィールをお渡しします～,アイドルのみなさんの情報には目を通しておいてくださいね\nまずはプロフィールをお渡しします～
fes.specialFesSelect.consumeButtonComment,チケットを     消費します,チケットを     消費します
fes.specialFesSelect.consumeComment,まとめて消費は、消費分の報酬を獲得可能！,まとめて消費は、消費分の報酬を獲得可能！
fes.deck.memoryChargeSkillDisableNotice,※思い出チャージの効果を持つアイドル\nを編成することで有効となります。\n\n※思い出チャージを持つアイドルは、センターポジション担当と同じユニットの必要があります。,※思い出チャージの効果を持つアイドル\nを編成することで有効となります。\n\n※思い出チャージを持つアイドルは、センターポジション担当と同じユニットの必要があります。
fes.resumeConflictionDialog.text,進行中のグレードフェスまたはマスターズフェスが\nある為、編成を変更できません,進行中のグレードフェスまたはマスターズフェスが\nある為、編成を変更できません
fes.fesDeck.mysterySongTitle,？？？？？,？？？？？
fes.pauseSkillTitle.generateSkill,生成スキル,生成スキル
fes.ranking.trophyCount,×%{count},×%{count}
fes.popularityRanking.bonus,＋%{bonus}pt,＋%{bonus}pt
fes.deckMemberBonusStatus.limitedFesIdolBonus,特別ボーナス %{value}％,特別ボーナス %{value}％
fes.deckMemberPopularity.bonus,＋%{bonus},＋%{bonus}
fes.deckMemberPopularity.bonusTextLabel,pt,pt
fes.deckMemberPopularity.idolPointUnitRate,%{rate}%UP,%{rate}%UP
fes.limitedFesNotice.beforeOpen,『%{eventName}』開催まで あと%{remainingDayToOpen}日,『%{eventName}』開催まで あと%{remainingDayToOpen}日
fes.limitedFesNotice.openingDay,『%{eventName}』本日%{openHour}時開催！,『%{eventName}』本日%{openHour}時開催！
fes.limitedFesNotice.opening,『%{eventName}』開催中！,『%{eventName}』開催中！
gameEvent.presentEvent.selectEventDialog.title,クリスマス特設ページ,Special Christmas Page
gameEvent.ranking,%{value}位,Rk %{value}
gameEvent.characterVoteEvent.confirmDialogTitle,投票確認,投票確認
gameEvent.characterVoteEvent.successDialogTitle,投票完了,投票完了
gameEvent.characterVoteEvent.successDialogShortText,上記のアイドルへ%{voteNum}枚投票しました,上記のアイドルへ%{voteNum}枚投票しました
gameEvent.characterVoteEvent.successDialogText,%{name}へ\n%{voteNum}枚投票しました,%{name}へ\n%{voteNum}枚投票しました
gameEvent.characterVoteEvent.limitIdolVoteDialogTitle,アイドル投票終了間近！,アイドル投票終了間近！
gameEvent.characterVoteEvent.limitIdolVoteDialogTicketQuantity,%{quantity}枚,%{quantity}枚
gameEvent.characterVoteEvent.limitSituationVoteDialogTitle,シチュエーション回答終了間近！,シチュエーション回答終了間近！
gameEvent.characterVoteEvent.voteNum,%{num}票,%{num} votes
gameEvent.characterVoteEvent.top.replyPeriodEnds,回答期間は終了しました,回答期間は終了しました
gameEvent.characterVoteEvent.top.alreadyAnswered,すでに回答済みです,すでに回答済みです
gameEvent.characterVoteEvent.top.badgeText,%{date}から投票開始予定！,%{date}から投票開始予定！
gameEvent.characterVoteEvent.ticketUnpossessedPop.title,確認,確認
gameEvent.characterVoteEvent.ticketUnpossessedPop.text,投票券が足りません,投票券が足りません
gameEvent.characterVoteEvent.historyPop.title,投票履歴,投票履歴
gameEvent.characterVoteEvent.historyPop.noHistoryText,投票履歴がありません,投票履歴がありません
gameEvent.characterVoteEvent.achievementPop.title,投票実績,投票実績
gameEvent.characterVoteEvent.achievementPop.noAchievementText,投票実績がありません,投票実績がありません
gameEvent.characterVoteEvent.schedule,%{date}まで,Until %{date}
gameEvent.characterVoteEvent.aggregationSchedule,%{date}予定,Scheduled for %{date}
gameEvent.characterVoteEvent.howToPlayDialogTitle,遊び方,How to Play
gameEvent.pCupRewardPop.title,報酬配布,Reward Distribution
gameEvent.pCupRewardPop.text,%{eventName}の報酬を配布しました,Rewards for %{eventName} have been distributed.
gameEvent.tapCounterEvent.unreleasedHelperName,???,???
gameEvent.tapCounterEvent.unreleasedPoint,?????,?????
gameEvent.tapCounterEvent.unreleasedText,?????????,?????????
gameEvent.tapCounterEvent.purchaseButtonLevelText,Lv.アップ,Level Up
gameEvent.tapCounterEvent.maxLevel,最大Lv,Max Lv.
gameEvent.tapCounterEvent.helperLevelText,Lv.%{level}/%{maxLevel},Lv.%{level}/%{maxLevel}
gameEvent.tapCounterEvent.pointInformationPopTitle,記録,Record
gameEvent.tapCounterEvent.levelInformationPopTitle,レベル効果,Level Effects
gameEvent.tapCounterEvent.pointByTap,つっつきの%{nameOfPointByTap}%{num},つっつきの%{nameOfPointByTap}%{num}
gameEvent.tapCounterEvent.supporterBonus,すけっとのポイント%{num}倍,すけっとのポイント%{num}倍
gameEvent.tapCounterEvent.pointByTapBonus,つっつきの%{nameOfPointByTap}%{num}倍,つっつきの%{nameOfPointByTap}%{num}倍
gameEvent.tapCounterEvent.endingLabel,エンディング%{num},Ending %{num}
gameEvent.tapCounterEvent.nameOfPointByTap.50041,めざまし力,Waking Power
gameEvent.tapCounterEvent.nameOfPointByTap.50042,収穫力,Harvest Power
gasha.againGashaResultTitle,ガシャ%{count}回目,Gacha %{count} times
gasha.againGashaResultExpireNotice,有効期限が切れたため最後に引いたガシャが確定されました,有効期限が切れたため最後に引いたガシャが確定されました
gasha.popAgainGashaFixConfirmFirst.comment,本ガシャはあと%{remainCount}回引き直しすることが可能です,本ガシャはあと%{remainCount}回引き直しすることが可能です
gasha.popAgainGashaFixConfirmFirst.notice,このガシャ結果を確定してもよろしいですか？,Confirm the results of this gacha?
gasha.popAgainGashaFixConfirmFirst.notice2,結果を確定すると引き直すことはできません,"Once confirmed, results cannot be redrawn."
gasha.popAgainGashaFixConfirmSecond.comment,選択した内容で確定します\nよろしいですか？,Confirm your selection?
gasha.popAgainGashaFixConfirmSecond.notice,確定すると選択していないガシャ結果は消滅します,確定すると選択していないガシャ結果は消滅します
gasha.popAgainGashaRedrawConfirmFirst.comment,引き直し前のガシャ結果も残り、\n引き直し後に好きなガシャ結果を選べます\nガシャを引き直しますか？,引き直し前のガシャ結果も残り、\n引き直し後に好きなガシャ結果を選べます\nガシャを引き直しますか？
gasha.popAgainGashaRedrawConfirmSecond.comment,今回（%{drawCount}回目）のガシャ結果は残ります\n前回（%{prev}回目）のガシャ結果は消滅します\nガシャを引き直しますか？,今回（%{drawCount}回目）のガシャ結果は残ります\n前回（%{prev}回目）のガシャ結果は消滅します\nガシャを引き直しますか？
gasha.popAgainGashaRedrawConfirmSecond.checkComment,引き直しを有効にする,Enable Redraw
gasha.popAgainGashaUnsettled.comment,%{gashaName}\nの結果を確定していません\nガシャ結果へ移動します,%{gashaName}\nの結果を確定していません\nガシャ結果へ移動します
gasha.popAgainGashaUnsettledTerm.comment,%{gashaName}\nの販売期間が終了しました\n確定したガシャ結果へ移動します,%{gashaName}\nの販売期間が終了しました\n確定したガシャ結果へ移動します
gasha.popAgainGashaUnsettledTerm.notice,引き直しはできません,引き直しはできません
gasha.stepSubtitle,通常ガシャ提供割合,通常ガシャ提供割合
gasha.stepSubtitleIdol,通常ガシャの提供アイドル一覧,通常ガシャの提供アイドル一覧
gasha.staffChanceGashaAcquiredRewardPop.nameAndNum,%{name} ×%{num},%{name} ×%{num}
gasha.foilGashaNotice,※アイドルは獲得できません。,※Idols cannot be obtained.
