ja,en
"え、あ……
あ、ありがとう……！
ございます……","Huh, oh...
T-Thank you... very much...!"
"あ……！
え、えっと……
こ、こんにちは……！","Ah...!
U-Umm...
H-Hello...!"
"こ、こんにちはっ
今日も頑張ろうね……っ","H-Hello!
Let's give it our all today...!"
"あ……雛菜ちゃん……
こ、こんにちは……っ","Ah... Hinana-chan...!
H-Hello...!"
"あは～
こんにちは～？","Aha～
Hellooo～"
"あは～
また缶蹴りしましょうね～？","Aha～
Let's play kick the can 
again sometime～"
う、うん……っ,Y-Yeah...!
人の顔を覚えるのが特技だと拝見しました。よかったらコツを教えていただけませんか……？,"I read that you're good at
remembering people's faces.
Could you share any tips?"
"え？　あー……
ふふっ
そんな得意じゃないよ","Eh? Aah...
Fufu.
I'm not that good at it."
……あっ,...Ah.
"……！？
な、何かありましたか……？","...!?
I-Is something the matter?"
"えっと…………
アイス、どんなのがお好きですか？","Umm...
So what is your favorite 
ice-cream flavor?"
"…………
無理しないでいいけど
………アイスは、別になんでも","...No need to force yourself.
...And as for the ice-cream, 
I'm fine with any flavor."
……何,...What?
"えっ、え……？
何もないです……","H-Huh...?
It's nothing..."
幼なじみって、どれくらい小さい時から一緒なんですか？,"You're childhood friends, right?
Since when have you guys 
been together?"
"……！？
え、えっと、あ……
よ、幼稚園……です……","......!?
U-Umm... ah...
S-Since... kindergarten..."
"あ……えっと……
お、お疲れさまです……","Ah... uhm...
H──Hello, there..."
お、お疲れ様です……！,H──Hello there...!
"市川さん、
魚座のＡ型なんですね……！","So you're a Pisces,
Ichikawa-san, and
you're blood type A...!"
"ん～
そうですよ～？","Mm～?
I am, yeah～?"
"……すっごくいい位置に
ほくろありますよね～……","...That's a really nice
place for a mole～..."
"えっ！？
あ、ありがとうございます……？","Huh!?
T-Thank you...?"
"スマホで映画とかドラマを見る時って
どこの配信サイト使ってるの？
わたしも使ってみたいなー！",What's the site you're using to watch movies on your phone? I want to try it too!
"あー
えっと
なんとかなんとか……みたいな","Ah... Um...
Something-something...
Or something like that..."
お疲れ様ー,Hey.
"お疲れ様ー！
あ、睫毛ついちゃってる……
ちょっとじっとしててねー──","Hey! Oh, there's an eyelash
stuck on your face.
Hold still for a sec, okay──"
"あっ！　レモンティー！
もしかして……コーヒーより紅茶派だったりする？","Oh! Lemon tea!
So... you're more of a tea 
person than a coffee person?"
"……あえて言うなら
まあ、そうかもね","...If I had to pick one
then yeah, I guess so."
"そういえば……
バラエティ、出た？
番宣で見かけた気がして","By the way...
Are you on a variety show?
I think I saw you in a promo."
"わっ！　そうそう……！
来週放送だから
番組も見てくれたら嬉しいなー！","Wah! That's right!
It's airing next week, I'd be 
really happy if you watch it!"
"コンビニ限定のお菓子でプチパーティーするの！
よかったら一緒にどうかな！？","We're having a mini party
with conbini-only snacks!
Want to join us?"
"…………！？
え…………
わ、わたし……？","......!?
Huh......
M-Me...?"
"え…………
お、同い年…………","Huh......
S-So we're the same age......"
"そうだよ！
真乃も灯織もだよー！","That's right!
And Mano and Hiori too!"
雛菜ー！　お話したいなー？,"Hi～na～na～!
Got time for a chat～?"
"は～い
いいですよ～？","Yeah, sure～"
"あは～
すっごい元気ですね～？","Aha～
You sure are bursting with energy～"
"うんっ！
すっごく元気だよー！","Yeah!
I sure am!"
"おにぎりとサンドイッチ！
どっちがよか～？",Onigiri or sandwich... which one~?
"え？
何味？",Uh? What flavor?
ペン、借りてもいいですか,Could I borrow a pen?
"んふふ～
うちもなかよ～",Mhehe~ I lost mine too~
"もしかして
お腹減っとると？
うちも～～～～～！","Hm, could ya be hungry? Me too~~~!"
……何か買ってきますか？,...should we buy something?
"色々、親切に
ありがとうございます",Thanks for your various kind gestures.
"んふふ～！
うちにわかることなら
なんでも聞いて～！",Mfufu~! If there's anything ya need don't forget to holler~!
"『ふくまる』って
大福みたいで美味しそうな
名前やね～！","""Fukumaru"" sounds like a daifuku, what a tasty name~!"
ぴ、ぴぇ…………！？,P-Pyeh...!?
"あ…………
お、お腹鳴っちゃった……",Ah... M-My tummy grumbled...
"んふふ～！
おにぎりでも握る～～～？",Mfufu~! Should we make onigiri~~~?
んふふ～～～！,Mhehe～～～!
あは～～～！,Aha～～～!
"ん～……
なんかいい匂いしません～？",Hm~... doesn't something smell good~?
"ふえ……？
すんすん～……",Fweh...? Sniff sniff~...
"……あ
課題、やらなきゃー",...ah. I have to do my homework-
"うん
イエー",Mhm. Yayyy-
借りれないかな、ジャージ,"Can I borrow this, your jersey?"
"……いいケド……
学校、違うよねー？","...that's fine... you go to a different school, right-?"
……仕事、どんな感じー？,...how's your work going-?
"……まだまだ
語れるようなことは何も？",...still going.  Nothing really to talk about is there?
なんかここ、暑……,It's kinda hot here...
そうー？,Yeah-?
ふふふー……,Fufufuuー...
ぴぇ…………,Pyeh...
ぴ、ぴぇぇ…………,P-Pyehhh...
"ちょっとー
怖いもの見たみたいな声
出さないでよー",Hey- Don't sound like you've just seen something scary-
"ちょっとー
お菓子の箱、置きっぱ
だったんですケドー",Hey- There's an empty box of candy here-
"へ～？
雛菜のじゃ
ないですけど～？",Heh~? It wasn't Hinana though~?
"ピアスって
開けるの痛いですか～？",Did it hurt to get those piercings~?
や、別にー？,"Oh, not really-?"
"──……透は眩しいな
きっと誰もが、キミに惹かれて
やまないのだろうね","──You're quite dazzling, Toru. I'm positive everyone will always be drawn to you."
"え、うん
……あれ？
じゃなくて──","Eh, mhm...
Huh? No way-"
"すみません
それ、借りてもいいですか","Excuse me, would it be okay if I borrowed that?"
"ブラシかい？
──よければ梳かせてもらっても？","My brush? If you'd like, I could brush your hair?"
"ねぇ円香
円香は、海は好きかい？",Hey Madoka. Do you like the sea?
"普通に……
……お好きなんですか？",Typically... do you like it?
"……
私はあなたのファンじゃないし、
リップサービスはいらないんですが","...since I'm not one of your fans, I don't need any lip service from you."
"すまない──……
でも、リップサービスではないよ
心からキミを素敵だと思っているんだ","Sorry-... But, it's not lip service. From the bottom of my heart I think you're wonderful."
"小糸は本当に愛らしいね……
気付けばずっと
キミを目で追ってしまう","Koito is truly adorable... when I notice you I can't help but follow you with my eyes. "
"ぴゃ…………
え……えっと……？",Pya... uh... uhm...?
"も、モデルさん
みたいだなぁ……",Y-You're like a model...
"フフッ
私はアイドルさ
小糸と一緒のね","Fufu. I'm an idol along with you, aren't I."
"よければ、今日の雛菜の幸せについて
聞かせてもらえないかな？","If today's good, would Hinana be willing to teach me about her happiness?"
"あは～
なんでですか～？",Aha~ what about it~?
"なんかいつも
舞台に立ってるみたいですね～",You somehow always look like you're standing up on stage~
"おや、それならヒロインは
雛菜にお願いしてもいいかい？",Oh? Then might I perhaps ask you to be the heroine?
"とおるーん
ノクチルってさ、どんなユニット？","Touruun, what kind of unit is Noctchill?"
"え、うーん……
んー……","Eh, well... hmm..."
"……あー
拭くもの……",...ah- something to wipe with...
"あれ、ハンカチない感じ？
これまだ使ってないから、
よかったらどうぞー","Oh, you mean like a handkerchief? I haven't used this yet, if you'd like-"
"まどちゃん！　今時間ある？
ユニット練の割り振りのことで
相談があるんだけど……",Mado-chan! Do you have time now? I wanted to go over unit assignments with you...
はい、私でわかることなら,"Okay, if I'm able to help."
"うちのが迷惑かけていたら
言ってください
何かしておくので",Please let me know if I am doing anything that bothers you.
"いやいや全然！
っていうかこちらこそ、
何かあったら遠慮なく言ってね！","No, no, not at all! I mean, don't hesitate to say something either if I'm doing something!"
"いとちゃんだったら、
差し入れ、何もらったら嬉しい？","Ito-chan, what kind of refreshments do you like?"
"え……！
…………
いとちゃん……？","Uhm...!
...
...Ito-chan...?"
"あ……
か、課題忘れてた……
やらないと……",Ah... I-I forgot my homework... I have to do it...
"おおっ！
三峰もなんだけど、
一緒にやってもいい？","Ohh! Even though it's just me, maybe we can do it together?"
"ひななん、ひななん
後で頂き物のお菓子分けるんだけど、
ひななんも参加しない？","Hinanan, Hinanan! I was going to dish out the candy presents later, did you want to join me?"
"へ～
いいんですか～？",Ehh~ Is it okay~?
"いつもかけてるのって
伊達めがねですか～？",Are the glasses you always wear just for show~?
"ううん！
本物メガネだよー？",Nope! They're real glasses!!
"金曜日は……
カレーの日……",Friday is... curry day...
"あー
金曜日でいいね
毎日",Ah- Friday's fine. Every day.
アイム、サースティ,I'm... thirsty.
"ジュース飲む……？
100円……あるよ……",Drink juice...? It's... 100 yen...
"雨みたいな……
匂いがする……",Smells like... it might rain...
"……
…………本当","...
...true."
"私も植物に水くらいやるけど
……手出し、しない方がいい？",I also water plants but... is it better if I don't interfere?
"ふふ……
あげちゃいけない人は……
いないよ……",Fufu... everyone... is allowed to give some...
こんにちは……,Hello...
"あ……
こ、こんにちは…………","Ah... H, hello..."
"ほ、包帯……
け、怪我……！？","B, bandages... Are, are you hurt...!?"
"これ……？
ふふ……",These...? Fufu...
バイバーイ……,Bye Bye...
"は～い
ばいばい～？","Hiii~
...Bye Bye?"
"……あの
スキンケアって
何使ってますか～？","...uhm, what do you use for your skin care~?"
"え……？
えっと……",Eh...? Uhm...
透さんの周りは、なんだか時間がゆっくりな感じがしますっ,It kinda feels like time slows down around you Toru-san!
"なんか、あるよね
ゾウの時間となんとか……
的な",There's something like that. Something like Elephant Time... ish.
いいね、お弁当,"It's good right, the Bento."
